Time_Offset_Sec,H1_Strain_Masked
0.249512,1.845656e-19
0.249756,1.263816e-19
0.250000,1.523446e-19
0.250244,1.572878e-19
0.250488,1.550078e-19
0.250732,2.136037e-19
0.250977,1.665341e-19
0.251221,1.606693e-19
0.251465,2.200097e-19
0.251709,1.714576e-19
0.251953,1.731055e-19
0.252197,2.002728e-19
0.252441,1.831222e-19
0.252686,2.342445e-19
0.252930,2.175496e-19
0.253174,1.825097e-19
0.253418,2.419098e-19
0.253662,2.161718e-19
0.253906,1.922562e-19
0.254150,2.311591e-19
0.254395,2.149797e-19
0.254639,2.465373e-19
0.254883,2.577976e-19
0.255127,2.103707e-19
0.255371,2.528681e-19
0.255615,2.537380e-19
0.255859,2.148011e-19
0.256104,2.502014e-19
0.256348,2.467833e-19
0.256592,2.568183e-19
0.256836,2.841603e-19
0.257080,2.416031e-19
0.257324,2.588331e-19
0.257568,2.795298e-19
0.257812,2.386350e-19
0.258057,2.610448e-19
0.258301,2.728673e-19
0.258545,2.678225e-19
0.258789,2.981216e-19
0.259033,2.706992e-19
0.259277,2.662335e-19
0.259521,2.937252e-19
0.259766,2.608893e-19
0.260010,2.679718e-19
0.260254,2.902007e-19
0.260498,2.800493e-19
0.260742,3.030928e-19
0.260986,2.922318e-19
0.261230,2.747104e-19
0.261475,2.982752e-19
0.261719,2.782213e-19
0.261963,2.735997e-19
0.262207,2.988705e-19
0.262451,2.908014e-19
0.262695,3.033594e-19
0.262939,3.040053e-19
0.263184,2.835853e-19
0.263428,2.975937e-19
0.263672,2.858888e-19
0.263916,2.767722e-19
0.264160,3.011231e-19
0.264404,2.965221e-19
0.264648,3.008700e-19
0.264893,3.067076e-19
0.265137,2.893385e-19
0.265381,2.948892e-19
0.265625,2.860523e-19
0.265869,2.768522e-19
0.266113,2.986564e-19
0.266357,2.961355e-19
0.266602,2.951634e-19
0.266846,3.019812e-19
0.267090,2.887188e-19
0.267334,2.904884e-19
0.267578,2.804766e-19
0.267822,2.692699e-19
0.268066,2.925173e-19
0.268311,2.918908e-19
0.268555,2.862057e-19
0.268799,2.937841e-19
0.269043,2.812136e-19
0.269287,2.825429e-19
0.269531,2.723105e-19
0.269775,2.552236e-19
0.270020,2.818169e-19
0.270264,2.839401e-19
0.270508,2.712108e-19
0.270752,2.805976e-19
0.270996,2.693336e-19
0.271240,2.695980e-19
0.271484,2.622184e-19
0.271729,2.369557e-19
0.271973,2.638463e-19
0.272217,2.744228e-19
0.272461,2.529448e-19
0.272705,2.620286e-19
0.272949,2.539441e-19
0.273193,2.494724e-19
0.273438,2.491510e-19
0.273682,2.169445e-19
0.273926,2.371609e-19
0.274170,2.618835e-19
0.274414,2.331514e-19
0.274658,2.368397e-19
0.274902,2.363272e-19
0.275146,2.250817e-19
0.275391,2.307465e-19
0.275635,1.971712e-19
0.275879,2.035421e-19
0.276123,2.433318e-19
0.276367,2.147480e-19
0.276611,2.055594e-19
0.276855,2.144197e-19
0.277100,1.992545e-19
0.277344,2.061421e-19
0.277588,1.782326e-19
0.277832,1.671771e-19
0.278076,2.160467e-19
0.278320,1.974561e-19
0.278564,1.710498e-19
0.278809,1.866762e-19
0.279053,1.722982e-19
0.279297,1.747219e-19
0.279541,1.580542e-19
0.279785,1.311728e-19
0.280029,1.790165e-19
0.280273,1.791230e-19
0.280518,1.380117e-19
0.280762,1.516378e-19
0.281006,1.444775e-19
0.281250,1.402408e-19
0.281494,1.329053e-19
0.281738,9.748803e-20
0.281982,1.350840e-19
0.282227,1.562606e-19
0.282471,1.078477e-19
0.282715,1.103104e-19
0.282959,1.148614e-19
0.283203,1.040726e-19
0.283447,1.027926e-19
0.283691,6.735536e-20
0.283936,8.732467e-20
0.284180,1.264215e-19
0.284424,8.082576e-20
0.284668,6.646422e-20
0.284912,8.124539e-20
0.285156,6.821780e-20
0.285400,6.757235e-20
0.285645,3.787243e-20
0.285889,4.021180e-20
0.286133,8.858255e-20
0.286377,5.657715e-20
0.286621,2.440159e-20
0.286865,4.106616e-20
0.287109,3.355345e-20
0.287354,3.050085e-20
0.287598,6.577253e-21
0.287842,-4.953955e-21
0.288086,4.488240e-20
0.288330,3.053877e-20
0.288574,-1.449940e-20
0.288818,-2.475515e-21
0.289062,-2.442465e-21
0.289307,-7.515036e-21
0.289551,-2.555179e-20
0.289795,-4.596245e-20
0.290039,-2.253163e-21
0.290283,1.080016e-21
0.290527,-4.896119e-20
0.290771,-4.721648e-20
0.291016,-4.094370e-20
0.291260,-4.567922e-20
0.291504,-5.890757e-20
0.291748,-8.514257e-20
0.291992,-5.053503e-20
0.292236,-3.195707e-20
0.292480,-8.044588e-20
0.292725,-8.985647e-20
0.292969,-8.132211e-20
0.293213,-8.348146e-20
0.293457,-9.173795e-20
0.293701,-1.221960e-19
0.293945,-9.808077e-20
0.294189,-6.768382e-20
0.294434,-1.112019e-19
0.294678,-1.306162e-19
0.294922,-1.218214e-19
0.295166,-1.222055e-19
0.295410,-1.243442e-19
0.295654,-1.557277e-19
0.295898,-1.442655e-19
0.296143,-1.047976e-19
0.296387,-1.401509e-19
0.296631,-1.677999e-19
0.296875,-1.609620e-19
0.297119,-1.626147e-19
0.297363,-1.571711e-19
0.297607,-1.860102e-19
0.297852,-1.895208e-19
0.298096,-1.432086e-19
0.298340,-1.679212e-19
0.298584,-2.035850e-19
0.298828,-1.965855e-19
0.299072,-2.012909e-19
0.299316,-1.915012e-19
0.299561,-2.108797e-19
0.299805,-2.306209e-19
0.300049,-1.831705e-19
0.300293,-1.930970e-19
0.300537,-2.367609e-19
0.300781,-2.295989e-19
0.301025,-2.365192e-19
0.301270,-2.281877e-19
0.301514,-2.325090e-19
0.301758,-2.652857e-19
0.302002,-2.246893e-19
0.302246,-2.154050e-19
0.302490,-2.665122e-19
0.302734,-2.613557e-19
0.302979,-2.656810e-19
0.303223,-2.661891e-19
0.303467,-2.534997e-19
0.303711,-2.912661e-19
0.303955,-2.674551e-19
0.304199,-2.377891e-19
0.304443,-2.908957e-19
0.304688,-2.933214e-19
0.304932,-2.886645e-19
0.305176,-3.007095e-19
0.305420,-2.768585e-19
0.305664,-3.077857e-19
0.305908,-3.064694e-19
0.306152,-2.611415e-19
0.306396,-3.071169e-19
0.306641,-3.233095e-19
0.306885,-3.078583e-19
0.307129,-3.296074e-19
0.307373,-3.041696e-19
0.307617,-3.171911e-19
0.307861,-3.387263e-19
0.308105,-2.882191e-19
0.308350,-3.163391e-19
0.308594,-3.502438e-19
0.308838,-3.249157e-19
0.309082,-3.485921e-19
0.309326,-3.336611e-19
0.309570,-3.228283e-19
0.309814,-3.598844e-19
0.310059,-3.184084e-19
0.310303,-3.213076e-19
0.310547,-3.703382e-19
0.310791,-3.439515e-19
0.311035,-3.585094e-19
0.311279,-3.611172e-19
0.311523,-3.296940e-19
0.311768,-3.683362e-19
0.312012,-3.475032e-19
0.312256,-3.253873e-19
0.312500,-3.811018e-19
0.312744,-3.633235e-19
0.312988,-3.614680e-19
0.313232,-3.822822e-19
0.313477,-3.409233e-19
0.313721,-3.657893e-19
0.313965,-3.711181e-19
0.314209,-3.328349e-19
0.314453,-3.806775e-19
0.314697,-3.810359e-19
0.314941,-3.607139e-19
0.315186,-3.923891e-19
0.315430,-3.560802e-19
0.315674,-3.560938e-19
0.315918,-3.843138e-19
0.316162,-3.435650e-19
0.316406,-3.722255e-19
0.316650,-3.926461e-19
0.316895,-3.606236e-19
0.317139,-3.914425e-19
0.317383,-3.701928e-19
0.317627,-3.457998e-19
0.317871,-3.847700e-19
0.318115,-3.549107e-19
0.318359,-3.599964e-19
0.318604,-3.948705e-19
0.318848,-3.607649e-19
0.319092,-3.809930e-19
0.319336,-3.803708e-19
0.319580,-3.366993e-19
0.319824,-3.720364e-19
0.320068,-3.637910e-19
0.320312,-3.477609e-19
0.320557,-3.865267e-19
0.320801,-3.603646e-19
0.321045,-3.643394e-19
0.321289,-3.815829e-19
0.321533,-3.308705e-19
0.321777,-3.497495e-19
0.322021,-3.643694e-19
0.322266,-3.368750e-19
0.322510,-3.694173e-19
0.322754,-3.571010e-19
0.322998,-3.441323e-19
0.323242,-3.717951e-19
0.323486,-3.263193e-19
0.323730,-3.222977e-19
0.323975,-3.540057e-19
0.324219,-3.269772e-19
0.324463,-3.448548e-19
0.324707,-3.465574e-19
0.324951,-3.227583e-19
0.325195,-3.521783e-19
0.325439,-3.196490e-19
0.325684,-2.931445e-19
0.325928,-3.320080e-19
0.326172,-3.150616e-19
0.326416,-3.170831e-19
0.326660,-3.283209e-19
0.326904,-2.997352e-19
0.327148,-3.236391e-19
0.327393,-3.082544e-19
0.327637,-2.649607e-19
0.327881,-2.992916e-19
0.328125,-2.996891e-19
0.328369,-2.877716e-19
0.328613,-3.017040e-19
0.328857,-2.747256e-19
0.329102,-2.877988e-19
0.329346,-2.899933e-19
0.329590,-2.376706e-19
0.329834,-2.582305e-19
0.330078,-2.757300e-19
0.330322,-2.569651e-19
0.330566,-2.685950e-19
0.330811,-2.471743e-19
0.331055,-2.477435e-19
0.331299,-2.623240e-19
0.331543,-2.108687e-19
0.331787,-2.129916e-19
0.332031,-2.434453e-19
0.332275,-2.251735e-19
0.332520,-2.293271e-19
0.332764,-2.141963e-19
0.333008,-2.043450e-19
0.333252,-2.266098e-19
0.333496,-1.819927e-19
0.333740,-1.646087e-19
0.333984,-2.021393e-19
0.334229,-1.914688e-19
0.334473,-1.865795e-19
0.334717,-1.761145e-19
0.334961,-1.584812e-19
0.335205,-1.816252e-19
0.335449,-1.504802e-19
0.335693,-1.161516e-19
0.335938,-1.517171e-19
0.336182,-1.529335e-19
0.336426,-1.407696e-19
0.336670,-1.331577e-19
0.336914,-1.107581e-19
0.337158,-1.303282e-19
0.337402,-1.147006e-19
0.337646,-6.857185e-20
0.337891,-9.529186e-20
0.338135,-1.092871e-19
0.338379,-9.291675e-20
0.338623,-8.553148e-20
0.338867,-6.119468e-20
0.339111,-7.292913e-20
0.339355,-7.137206e-20
0.339600,-2.112688e-20
0.339844,-3.370479e-20
0.340088,-5.864950e-20
0.340332,-4.332019e-20
0.340576,-3.329873e-20
0.340820,-8.782982e-21
0.341064,-1.231450e-20
0.341309,-2.159783e-20
0.341553,2.658161e-20
0.341797,3.014058e-20
0.342041,-1.084654e-21
0.342285,9.425819e-21
0.342529,2.245227e-20
0.342773,4.571533e-20
0.343018,5.157304e-20
0.343262,3.606197e-20
0.343506,7.542818e-20
0.343750,9.411736e-20
0.343994,6.230824e-20
0.344238,6.532435e-20
0.344482,8.049055e-20
0.344727,1.025193e-19
0.344971,1.168530e-19
0.345215,9.878425e-20
0.345459,1.272850e-19
0.345703,1.578971e-19
0.345947,1.302834e-19
0.346191,1.255223e-19
0.346436,1.408281e-19
0.346680,1.618056e-19
0.346924,1.827492e-19
0.347168,1.664513e-19
0.347412,1.829981e-19
0.347656,2.197584e-19
0.347900,2.006319e-19
0.348145,1.895020e-19
0.348389,2.029762e-19
0.348633,2.231397e-19
0.348877,2.491246e-19
0.349121,2.375281e-19
0.349365,2.430385e-19
0.349609,2.819854e-19
0.349854,2.723217e-19
0.350098,2.571819e-19
0.350342,2.679266e-19
0.350586,2.849054e-19
0.350830,3.157939e-19
0.351074,3.105275e-19
0.351318,3.063421e-19
0.351562,3.452968e-19
0.351807,3.432584e-19
0.352051,3.267103e-19
0.352295,3.363199e-19
0.352539,3.480460e-19
0.352783,3.811397e-19
0.353027,3.854003e-19
0.353271,3.733047e-19
0.353516,4.079220e-19
0.353760,4.142547e-19
0.354004,3.969588e-19
0.354248,4.063287e-19
0.354492,4.136196e-19
0.354736,4.447636e-19
0.354980,4.612979e-19
0.355225,4.431407e-19
0.355469,4.703504e-19
0.355713,4.861365e-19
0.355957,4.667417e-19
0.356201,4.768586e-19
0.356445,4.829436e-19
0.356689,5.061564e-19
0.356934,5.346810e-19
0.357178,5.157095e-19
0.357422,5.326306e-19
0.357666,5.568355e-19
0.357910,5.361319e-19
0.358154,5.460417e-19
0.358398,5.547219e-19
0.358643,5.670087e-19
0.358887,6.048663e-19
0.359131,5.915262e-19
0.359375,5.946010e-19
0.359619,6.255380e-19
0.359863,6.064661e-19
0.360107,6.118343e-19
0.360352,6.278705e-19
0.360596,6.287939e-19
0.360840,6.687817e-19
0.361084,6.690864e-19
0.361328,6.572231e-19
0.361572,6.904972e-19
0.361816,6.780932e-19
0.362061,6.745684e-19
0.362305,6.996156e-19
0.362549,6.936375e-19
0.362793,7.263827e-19
0.363037,7.436560e-19
0.363281,7.224817e-19
0.363525,7.508266e-19
0.363770,7.488341e-19
0.364014,7.356981e-19
0.364258,7.668382e-19
0.364502,7.615104e-19
0.364746,7.797377e-19
0.364990,8.127343e-19
0.365234,7.909718e-19
0.365479,8.064224e-19
0.365723,8.164634e-19
0.365967,7.962337e-19
0.366211,8.267785e-19
0.366455,8.307218e-19
0.366699,8.322377e-19
0.366943,8.738189e-19
0.367188,8.606835e-19
0.367432,8.596940e-19
0.367676,8.790719e-19
0.367920,8.569163e-19
0.368164,8.803818e-19
0.368408,8.985376e-19
0.368652,8.858305e-19
0.368896,9.246255e-19
0.369141,9.282155e-19
0.369385,9.131944e-19
0.369629,9.340412e-19
0.369873,9.174294e-19
0.370117,9.290926e-19
0.370361,9.594944e-19
0.370605,9.415986e-19
0.370850,9.683489e-19
0.371094,9.900717e-19
0.371338,9.680660e-19
0.371582,9.811616e-19
0.371826,9.740566e-19
0.372070,9.751647e-19
0.372314,1.012073e-18
0.372559,9.982677e-19
0.372803,1.007237e-18
0.373047,1.041408e-18
0.373291,1.023551e-18
0.373535,1.023956e-18
0.373779,1.024975e-18
0.374023,1.019519e-18
0.374268,1.055547e-18
0.374512,1.052760e-18
0.374756,1.044990e-18
0.375000,1.081896e-18
0.375244,1.075960e-18
0.375488,1.063956e-18
0.375732,1.067364e-18
0.375977,1.061013e-18
0.376221,1.092616e-18
0.376465,1.101046e-18
0.376709,1.082886e-18
0.376953,1.113271e-18
0.377197,1.121548e-18
0.377441,1.103599e-18
0.377686,1.101839e-18
0.377930,1.097207e-18
0.378174,1.123485e-18
0.378418,1.140032e-18
0.378662,1.119449e-18
0.378906,1.137702e-18
0.379150,1.157017e-18
0.379395,1.140548e-18
0.379639,1.130624e-18
0.379883,1.126751e-18
0.380127,1.150053e-18
0.380371,1.171729e-18
0.380615,1.151597e-18
0.380859,1.157726e-18
0.381104,1.181349e-18
0.381348,1.171967e-18
0.381592,1.156295e-18
0.381836,1.147516e-18
0.382080,1.169496e-18
0.382324,1.195875e-18
0.382568,1.177420e-18
0.382812,1.174774e-18
0.383057,1.196794e-18
0.383301,1.194803e-18
0.383545,1.178345e-18
0.383789,1.161049e-18
0.384033,1.180347e-18
0.384277,1.212911e-18
0.384521,1.195649e-18
0.384766,1.186190e-18
0.385010,1.204811e-18
0.385254,1.207685e-18
0.385498,1.195350e-18
0.385742,1.170654e-18
0.385986,1.182184e-18
0.386230,1.222113e-18
0.386475,1.208046e-18
0.386719,1.190945e-18
0.386963,1.207030e-18
0.387207,1.209781e-18
0.387451,1.203569e-18
0.387695,1.176941e-18
0.387939,1.173002e-18
0.388184,1.220955e-18
0.388428,1.215749e-18
0.388672,1.186606e-18
0.388916,1.202766e-18
0.389160,1.204787e-18
0.389404,1.200442e-18
0.389648,1.180291e-18
0.389893,1.159322e-18
0.390137,1.206941e-18
0.390381,1.217413e-18
0.390625,1.176258e-18
0.390869,1.188774e-18
0.391113,1.193433e-18
0.391357,1.185446e-18
0.391602,1.175685e-18
0.391846,1.143009e-18
0.392090,1.179599e-18
0.392334,1.210128e-18
0.392578,1.162463e-18
0.392822,1.164416e-18
0.393066,1.176614e-18
0.393311,1.160998e-18
0.393555,1.159960e-18
0.393799,1.125446e-18
0.394043,1.140714e-18
0.394287,1.190079e-18
0.394531,1.145644e-18
0.394775,1.128644e-18
0.395020,1.150880e-18
0.395264,1.130516e-18
0.395508,1.130581e-18
0.395752,1.104515e-18
0.395996,1.095560e-18
0.396240,1.154364e-18
0.396484,1.126116e-18
0.396729,1.086267e-18
0.396973,1.114185e-18
0.397217,1.095791e-18
0.397461,1.087627e-18
0.397705,1.076500e-18
0.397949,1.048672e-18
0.398193,1.102453e-18
0.398438,1.099907e-18
0.398682,1.041051e-18
0.398926,1.063417e-18
0.399170,1.056184e-18
0.399414,1.035701e-18
0.399658,1.037401e-18
0.399902,1.001641e-18
0.400146,1.036514e-18
0.400391,1.060945e-18
0.400635,9.946272e-19
0.400879,1.000252e-18
0.401123,1.009175e-18
0.401367,9.775987e-19
0.401611,9.835528e-19
0.401855,9.537868e-19
0.402100,9.630642e-19
0.402344,1.005465e-18
0.402588,9.473712e-19
0.402832,9.278106e-19
0.403076,9.502115e-19
0.403320,9.162594e-19
0.403564,9.163856e-19
0.403809,9.001252e-19
0.404053,8.863889e-19
0.404297,9.338521e-19
0.404541,8.961577e-19
0.404785,8.524022e-19
0.405029,8.780443e-19
0.405273,8.505020e-19
0.405518,8.386379e-19
0.405762,8.365151e-19
0.406006,8.095159e-19
0.406250,8.474441e-19
0.406494,8.345108e-19
0.406738,7.756800e-19
0.406982,7.924311e-19
0.407227,7.788897e-19
0.407471,7.551151e-19
0.407715,7.602415e-19
0.407959,7.319637e-19
0.408203,7.518791e-19
0.408447,7.600340e-19
0.408691,6.987835e-19
0.408936,6.978004e-19
0.409180,6.975052e-19
0.409424,6.671290e-19
0.409668,6.720684e-19
0.409912,6.505861e-19
0.410156,6.522593e-19
0.410400,6.704621e-19
0.410645,6.185860e-19
0.410889,5.993445e-19
0.411133,6.046982e-19
0.411377,5.750618e-19
0.411621,5.751616e-19
0.411865,5.618633e-19
0.412109,5.492402e-19
0.412354,5.692128e-19
0.412598,5.313903e-19
0.412842,4.974402e-19
0.413086,5.025081e-19
0.413330,4.773469e-19
0.413574,4.713568e-19
0.413818,4.651925e-19
0.414062,4.452419e-19
0.414307,4.595662e-19
0.414551,4.339065e-19
0.414795,3.942201e-19
0.415039,3.931448e-19
0.415283,3.711703e-19
0.415527,3.628800e-19
0.415771,3.607834e-19
0.416016,3.364931e-19
0.416260,3.442789e-19
0.416504,3.276860e-19
0.416748,2.872083e-19
0.416992,2.810276e-19
0.417236,2.581359e-19
0.417480,2.478028e-19
0.417725,2.513088e-19
0.417969,2.240352e-19
0.418213,2.247436e-19
0.418457,2.146639e-19
0.418701,1.740998e-19
0.418945,1.649189e-19
0.419189,1.410304e-19
0.419434,1.264542e-19
0.419678,1.364000e-19
0.419922,1.079909e-19
0.420166,1.002246e-19
0.420410,9.643258e-20
0.420654,5.506115e-20
0.420898,4.440276e-20
0.421143,2.200660e-20
0.421387,-1.980834e-21
0.421631,1.533008e-20
0.421875,-9.447422e-21
0.422119,-2.926406e-20
0.422363,-2.612101e-20
0.422607,-6.769555e-20
0.422852,-8.177780e-20
0.423096,-9.693151e-20
0.423340,-1.340742e-19
0.423584,-1.134419e-19
0.423828,-1.263646e-19
0.424072,-1.621381e-19
0.424316,-1.545738e-19
0.424561,-1.912088e-19
0.424805,-2.141178e-19
0.425049,-2.189259e-19
0.425293,-2.655622e-19
0.425537,-2.510050e-19
0.425781,-2.453893e-19
0.426025,-2.931737e-19
0.426270,-2.892478e-19
0.426514,-3.152469e-19
0.426758,-3.497752e-19
0.427002,-3.443942e-19
0.427246,-3.928242e-19
0.427490,-3.955431e-19
0.427734,-3.684387e-19
0.427979,-4.213000e-19
0.428223,-4.311484e-19
0.428467,-4.397462e-19
0.428711,-4.857140e-19
0.428955,-4.773009e-19
0.429199,-5.157233e-19
0.429443,-5.419334e-19
0.429688,-4.993410e-19
0.429932,-5.432627e-19
0.430176,-5.745013e-19
0.430420,-5.680455e-19
0.430664,-6.178483e-19
0.430908,-6.171072e-19
0.431152,-6.371489e-19
0.431396,-6.843067e-19
0.431641,-6.406044e-19
0.431885,-6.607091e-19
0.432129,-7.152281e-19
0.432373,-7.039812e-19
0.432617,-7.443077e-19
0.432861,-7.598772e-19
0.433105,-7.596387e-19
0.433350,-8.179404e-19
0.433594,-7.897931e-19
0.433838,-7.793149e-19
0.434082,-8.495554e-19
0.434326,-8.459416e-19
0.434570,-8.676643e-19
0.434814,-9.011028e-19
0.435059,-8.881428e-19
0.435303,-9.428229e-19
0.435547,-9.398716e-19
0.435791,-9.027466e-19
0.436035,-9.721480e-19
0.436279,-9.901567e-19
0.436523,-9.915062e-19
0.436768,-1.035056e-18
0.437012,-1.022982e-18
0.437256,-1.060551e-18
0.437500,-1.085511e-18
0.437744,-1.035667e-18
0.437988,-1.086845e-18
0.438232,-1.131522e-18
0.438477,-1.118705e-18
0.438721,-1.160416e-18
0.438965,-1.160268e-18
0.439209,-1.175529e-18
0.439453,-1.219525e-18
0.439697,-1.174617e-18
0.439941,-1.196309e-18
0.440186,-1.262893e-18
0.440430,-1.251576e-18
0.440674,-1.278597e-18
0.440918,-1.294059e-18
0.441162,-1.293356e-18
0.441406,-1.342027e-18
0.441650,-1.314643e-18
0.441895,-1.306820e-18
0.442139,-1.381895e-18
0.442383,-1.384705e-18
0.442627,-1.392528e-18
0.442871,-1.419987e-18
0.443115,-1.413165e-18
0.443359,-1.454123e-18
0.443604,-1.450018e-18
0.443848,-1.422096e-18
0.444092,-1.488571e-18
0.444336,-1.514189e-18
0.444580,-1.507292e-18
0.444824,-1.535401e-18
0.445068,-1.533021e-18
0.445312,-1.559759e-18
0.445557,-1.574358e-18
0.445801,-1.540545e-18
0.446045,-1.586996e-18
0.446289,-1.632961e-18
0.446533,-1.622429e-18
0.446777,-1.642938e-18
0.447021,-1.647845e-18
0.447266,-1.661540e-18
0.447510,-1.686572e-18
0.447754,-1.658288e-18
0.447998,-1.682010e-18
0.448242,-1.738595e-18
0.448486,-1.735747e-18
0.448730,-1.743628e-18
0.448975,-1.754059e-18
0.449219,-1.761726e-18
0.449463,-1.786958e-18
0.449707,-1.770197e-18
0.449951,-1.775540e-18
0.450195,-1.830653e-18
0.450439,-1.842561e-18
0.450684,-1.840405e-18
0.450928,-1.850168e-18
0.451172,-1.857163e-18
0.451416,-1.877937e-18
0.451660,-1.871450e-18
0.451904,-1.868446e-18
0.452148,-1.913509e-18
0.452393,-1.937207e-18
0.452637,-1.934053e-18
0.452881,-1.936943e-18
0.453125,-1.944261e-18
0.453369,-1.962751e-18
0.453613,-1.960567e-18
0.453857,-1.955868e-18
0.454102,-1.989990e-18
0.454346,-2.018520e-18
0.454590,-2.021769e-18
0.454834,-2.017410e-18
0.455078,-2.021140e-18
0.455322,-2.039822e-18
0.455566,-2.040296e-18
0.455811,-2.035530e-18
0.456055,-2.061195e-18
0.456299,-2.087858e-18
0.456543,-2.098650e-18
0.456787,-2.092177e-18
0.457031,-2.087450e-18
0.457275,-2.107232e-18
0.457520,-2.109766e-18
0.457764,-2.103706e-18
0.458008,-2.126671e-18
0.458252,-2.146121e-18
0.458496,-2.161733e-18
0.458740,-2.161258e-18
0.458984,-2.144926e-18
0.459229,-2.163136e-18
0.459473,-2.170404e-18
0.459717,-2.159786e-18
0.459961,-2.182585e-18
0.460205,-2.197806e-18
0.460449,-2.209935e-18
0.460693,-2.219199e-18
0.460938,-2.195905e-18
0.461182,-2.205051e-18
0.461426,-2.221498e-18
0.461670,-2.206779e-18
0.461914,-2.226369e-18
0.462158,-2.242834e-18
0.462402,-2.244925e-18
0.462646,-2.264141e-18
0.462891,-2.241572e-18
0.463135,-2.234224e-18
0.463379,-2.259152e-18
0.463623,-2.243341e-18
0.463867,-2.257166e-18
0.464111,-2.279166e-18
0.464355,-2.269028e-18
0.464600,-2.292743e-18
0.464844,-2.280335e-18
0.465088,-2.254109e-18
0.465332,-2.282505e-18
0.465576,-2.273236e-18
0.465820,-2.274189e-18
0.466064,-2.303208e-18
0.466309,-2.287152e-18
0.466553,-2.303305e-18
0.466797,-2.307374e-18
0.467041,-2.266850e-18
0.467285,-2.287922e-18
0.467529,-2.291934e-18
0.467773,-2.280539e-18
0.468018,-2.314108e-18
0.468262,-2.297368e-18
0.468506,-2.298414e-18
0.468750,-2.320687e-18
0.468994,-2.274067e-18
0.469238,-2.279063e-18
0.469482,-2.297551e-18
0.469727,-2.276610e-18
0.469971,-2.308475e-18
0.470215,-2.300046e-18
0.470459,-2.281103e-18
0.470703,-2.314601e-18
0.470947,-2.275939e-18
0.471191,-2.256484e-18
0.471436,-2.286557e-18
0.471680,-2.265665e-18
0.471924,-2.286713e-18
0.472168,-2.291827e-18
0.472412,-2.254999e-18
0.472656,-2.288613e-18
0.472900,-2.268037e-18
0.473145,-2.225232e-18
0.473389,-2.257512e-18
0.473633,-2.244239e-18
0.473877,-2.250372e-18
0.474121,-2.269258e-18
0.474365,-2.223142e-18
0.474609,-2.243891e-18
0.474854,-2.246984e-18
0.475098,-2.188626e-18
0.475342,-2.210779e-18
0.475586,-2.212264e-18
0.475830,-2.202515e-18
0.476074,-2.230506e-18
0.476318,-2.184607e-18
0.476562,-2.182401e-18
0.476807,-2.209372e-18
0.477051,-2.146165e-18
0.477295,-2.147109e-18
0.477539,-2.166718e-18
0.477783,-2.145975e-18
0.478027,-2.173286e-18
0.478271,-2.137804e-18
0.478516,-2.110348e-18
0.478760,-2.150728e-18
0.479004,-2.097164e-18
0.479248,-2.071601e-18
0.479492,-2.102853e-18
0.479736,-2.080494e-18
0.479980,-2.100139e-18
0.480225,-2.079589e-18
0.480469,-2.029866e-18
0.480713,-2.072079e-18
0.480957,-2.039512e-18
0.481201,-1.987702e-18
0.481445,-2.021193e-18
0.481689,-2.006466e-18
0.481934,-2.011691e-18
0.482178,-2.007907e-18
0.482422,-1.943943e-18
0.482666,-1.972476e-18
0.482910,-1.967929e-18
0.483154,-1.897900e-18
0.483398,-1.921273e-18
0.483643,-1.921498e-18
0.483887,-1.910983e-18
0.484131,-1.920272e-18
0.484375,-1.853073e-18
0.484619,-1.857952e-18
0.484863,-1.880236e-18
0.485107,-1.803427e-18
0.485352,-1.806346e-18
0.485596,-1.823257e-18
0.485840,-1.800963e-18
0.486084,-1.814951e-18
0.486328,-1.754724e-18
0.486572,-1.731832e-18
0.486816,-1.771849e-18
0.487061,-1.703841e-18
0.487305,-1.680010e-18
0.487549,-1.708978e-18
0.487793,-1.683112e-18
0.488037,-1.692410e-18
0.488281,-1.648219e-18
0.488525,-1.598239e-18
0.488770,-1.642471e-18
0.489014,-1.596197e-18
0.489258,-1.545431e-18
0.489502,-1.577839e-18
0.489746,-1.557440e-18
0.489990,-1.556321e-18
0.490234,-1.528965e-18
0.490479,-1.460185e-18
0.490723,-1.495875e-18
0.490967,-1.476114e-18
0.491211,-1.405652e-18
0.491455,-1.431539e-18
0.491699,-1.422794e-18
0.491943,-1.408077e-18
0.492188,-1.394755e-18
0.492432,-1.318484e-18
0.492676,-1.334219e-18
0.492920,-1.341291e-18
0.493164,-1.261791e-18
0.493408,-1.270820e-18
0.493652,-1.276626e-18
0.493896,-1.251431e-18
0.494141,-1.246451e-18
0.494385,-1.172554e-18
0.494629,-1.161871e-18
0.494873,-1.189632e-18
0.495117,-1.113765e-18
0.495361,-1.100557e-18
0.495605,-1.118540e-18
0.495850,-1.086984e-18
0.496094,-1.083876e-18
0.496338,-1.020079e-18
0.496582,-9.824541e-19
0.496826,-1.021720e-18
0.497070,-9.602743e-19
0.497314,-9.224841e-19
0.497559,-9.474423e-19
0.497803,-9.161507e-19
0.498047,-9.079316e-19
0.498291,-8.597547e-19
0.498535,-7.999641e-19
0.498779,-8.368473e-19
0.499023,-7.987783e-19
0.499268,-7.403908e-19
0.499512,-7.642827e-19
0.499756,-7.396740e-19
0.500000,-7.214294e-19
0.500244,-6.899126e-19
0.500488,-6.161489e-19
0.500732,-6.392364e-19
0.500977,-6.271913e-19
0.501221,-5.554268e-19
0.501465,-5.702088e-19
